#Time       P(R1)      P(R2)      P(R3)     
 0.00475    83.751E-06    3.9582E-06    322.98E-09   
 0.00476    83.966E-06    3.9867E-06    326.25E-09   
 0.00477    84.181E-06    4.0154E-06    329.55E-09   
 0.00478    84.395E-06    4.0442E-06    332.88E-09   
 0.00479    84.608E-06    4.0731E-06    336.24E-09   
 0.0048     84.821E-06    4.1022E-06    339.62E-09   
 0.00481    85.034E-06    4.1313E-06    343.04E-09   
 0.00482    85.246E-06    4.1606E-06    346.48E-09   
 0.00483    85.457E-06    4.19E-06      349.95E-09   
 0.00484    85.667E-06    4.2194E-06    353.46E-09   
 0.00485    85.878E-06    4.249E-06     356.99E-09   
 0.00486    86.087E-06    4.2788E-06    360.55E-09   
 0.00487    86.296E-06    4.3086E-06    364.14E-09   
 0.00488    86.504E-06    4.3385E-06    367.76E-09   
 0.00489    86.712E-06    4.3686E-06    371.42E-09   
 0.0049     86.919E-06    4.3988E-06    375.1E-09    
 0.00491    87.126E-06    4.4291E-06    378.81E-09   
 0.00492    87.332E-06    4.4595E-06    382.56E-09   
 0.00493    87.537E-06    4.49E-06      386.33E-09   
 0.00494    87.742E-06    4.5206E-06    390.14E-09   
 0.00495    87.946E-06    4.5513E-06    393.98E-09   
 0.00496    88.149E-06    4.5822E-06    397.85E-09   
 0.00497    88.352E-06    4.6132E-06    401.75E-09   
 0.00498    88.554E-06    4.6442E-06    405.69E-09   
 0.00499    88.756E-06    4.6754E-06    409.65E-09   
 0.005      88.957E-06    4.7067E-06    413.65E-09   
 0.00501    89.157E-06    4.7382E-06    417.68E-09   
 0.00502    89.357E-06    4.7697E-06    421.75E-09   
 0.00503    89.556E-06    4.8013E-06    425.85E-09   
 0.00504    89.754E-06    4.8331E-06    429.98E-09   
 0.00505    89.952E-06    4.8649E-06    434.14E-09   
 0.00506    90.149E-06    4.8969E-06    438.34E-09   
 0.00507    90.345E-06    4.929E-06     442.57E-09   
 0.00508    90.541E-06    4.9612E-06    446.84E-09   
 0.00509    90.736E-06    4.9935E-06    451.14E-09   
 0.0051     90.93E-06     5.0259E-06    455.48E-09   
 0.00511    91.124E-06    5.0584E-06    459.85E-09   
 0.00512    91.316E-06    5.091E-06     464.25E-09   
 0.00513    91.509E-06    5.1238E-06    468.69E-09   
 0.00514    91.7E-06      5.1566E-06    473.17E-09   
 0.00515    91.891E-06    5.1896E-06    477.68E-09   
 0.00516    92.081E-06    5.2227E-06    482.22E-09   
 0.00517    92.271E-06    5.2558E-06    486.8E-09    
 0.00518    92.46E-06     5.2891E-06    491.42E-09   
 0.00519    92.648E-06    5.3225E-06    496.08E-09   
 0.0052     92.835E-06    5.356E-06     500.77E-09   
 0.00521    93.022E-06    5.3896E-06    505.5E-09    
 0.00522    93.208E-06    5.4233E-06    510.26E-09   
 0.00523    93.393E-06    5.4571E-06    515.06E-09   
 0.00524    93.577E-06    5.4911E-06    519.9E-09    
 0.00525    93.761E-06    5.5251E-06    524.78E-09   
 0.00526    93.944E-06    5.5592E-06    529.69E-09   
 0.00527    94.126E-06    5.5935E-06    534.65E-09   
 0.00528    94.308E-06    5.6278E-06    539.64E-09   
 0.00529    94.488E-06    5.6623E-06    544.67E-09   
 0.0053     94.668E-06    5.6968E-06    549.73E-09   
 0.00531    94.848E-06    5.7315E-06    554.84E-09   
 0.00532    95.026E-06    5.7662E-06    559.99E-09   
 0.00533    95.204E-06    5.8011E-06    565.17E-09   
 0.00534    95.381E-06    5.8361E-06    570.39E-09   
 0.00535    95.557E-06    5.8712E-06    575.66E-09   
 0.00536    95.732E-06    5.9063E-06    580.96E-09   
 0.00537    95.907E-06    5.9416E-06    586.31E-09   
 0.00538    96.081E-06    5.977E-06     591.69E-09   
 0.00539    96.254E-06    6.0125E-06    597.12E-09   
 0.0054     96.426E-06    6.0481E-06    602.58E-09   
 0.00541    96.598E-06    6.0838E-06    608.09E-09   
 0.00542    96.769E-06    6.1195E-06    613.63E-09   
 0.00543    96.938E-06    6.1554E-06    619.22E-09   
 0.00544    97.108E-06    6.1914E-06    624.85E-09   
 0.00545    97.276E-06    6.2275E-06    630.53E-09   
 0.00546    97.443E-06    6.2637E-06    636.24E-09   
 0.00547    97.61E-06     6.3E-06       642.E-09     
 0.00548    97.776E-06    6.3364E-06    647.8E-09    
 0.00549    97.941E-06    6.3728E-06    653.64E-09   
 0.0055     98.105E-06    6.4094E-06    659.52E-09   
 0.00551    98.269E-06    6.4461E-06    665.45E-09   
 0.00552    98.431E-06    6.4829E-06    671.42E-09   
 0.00553    98.593E-06    6.5198E-06    677.44E-09   
 0.00554    98.754E-06    6.5567E-06    683.5E-09    
 0.00555    98.914E-06    6.5938E-06    689.6E-09    
 0.00556    99.074E-06    6.6309E-06    695.75E-09   
 0.00557    99.232E-06    6.6682E-06    701.94E-09   
 0.00558    99.39E-06     6.7055E-06    708.17E-09   
 0.00559    99.546E-06    6.743E-06     714.46E-09   
 0.0056     99.702E-06    6.7805E-06    720.78E-09   
 0.00561    99.857E-06    6.8182E-06    727.15E-09   
 0.00562    100.01E-06    6.8559E-06    733.57E-09   
 0.00563    100.16E-06    6.8937E-06    740.03E-09   
 0.00564    100.32E-06    6.9316E-06    746.54E-09   
 0.00565    100.47E-06    6.9696E-06    753.1E-09    
 0.00566    100.62E-06    7.0077E-06    759.7E-09    
 0.00567    100.77E-06    7.0459E-06    766.35E-09   
 0.00568    100.92E-06    7.0841E-06    773.04E-09   
 0.00569    101.07E-06    7.1225E-06    779.79E-09   
 0.0057     101.21E-06    7.161E-06     786.58E-09   
 0.00571    101.36E-06    7.1995E-06    793.41E-09   
 0.00572    101.51E-06    7.2381E-06    800.3E-09    
 0.00573    101.65E-06    7.2768E-06    807.23E-09   
 0.00574    101.79E-06    7.3157E-06    814.22E-09   
 0.00575    101.94E-06    7.3545E-06    821.25E-09   
 0.00576    102.08E-06    7.3935E-06    828.33E-09   
 0.00577    102.22E-06    7.4326E-06    835.46E-09   
 0.00578    102.36E-06    7.4717E-06    842.63E-09   
 0.00579    102.5E-06     7.511E-06     849.86E-09   
 0.0058     102.64E-06    7.5503E-06    857.14E-09   
 0.00581    102.77E-06    7.5897E-06    864.46E-09   
 0.00582    102.91E-06    7.6292E-06    871.84E-09   
 0.00583    103.05E-06    7.6688E-06    879.27E-09   
 0.00584    103.18E-06    7.7084E-06    886.75E-09   
 0.00585    103.31E-06    7.7482E-06    894.28E-09   
 0.00586    103.45E-06    7.788E-06     901.86E-09   
 0.00587    103.58E-06    7.8279E-06    909.49E-09   
 0.00588    103.71E-06    7.8679E-06    917.17E-09   
 0.00589    103.84E-06    7.908E-06     924.91E-09   
 0.0059     103.97E-06    7.9481E-06    932.69E-09   
 0.00591    104.1E-06     7.9883E-06    940.53E-09   
 0.00592    104.22E-06    8.0286E-06    948.42E-09   
 0.00593    104.35E-06    8.069E-06     956.37E-09   
 0.00594    104.48E-06    8.1095E-06    964.36E-09   
 0.00595    104.6E-06     8.15E-06      972.42E-09   
 0.00596    104.72E-06    8.1906E-06    980.52E-09   
 0.00597    104.85E-06    8.2313E-06    988.68E-09   
 0.00598    104.97E-06    8.2721E-06    996.89E-09   
 0.00599    105.09E-06    8.3129E-06    1.0052E-06   
 0.006      105.21E-06    8.3538E-06    1.0135E-06   
 0.00601    105.33E-06    8.3948E-06    1.0219E-06   
 0.00602    105.44E-06    8.4359E-06    1.0303E-06   
 0.00603    105.56E-06    8.477E-06     1.0388E-06   
 0.00604    105.68E-06    8.5182E-06    1.0473E-06   
 0.00605    105.79E-06    8.5595E-06    1.0559E-06   
 0.00606    105.91E-06    8.6009E-06    1.0646E-06   
 0.00607    106.02E-06    8.6423E-06    1.0733E-06   
 0.00608    106.13E-06    8.6838E-06    1.082E-06    
 0.00609    106.24E-06    8.7253E-06    1.0908E-06   
 0.0061     106.35E-06    8.767E-06     1.0997E-06   
 0.00611    106.46E-06    8.8087E-06    1.1087E-06   
 0.00612    106.57E-06    8.8504E-06    1.1177E-06   
 0.00613    106.67E-06    8.8923E-06    1.1267E-06   
 0.00614    106.78E-06    8.9342E-06    1.1358E-06   
 0.00615    106.89E-06    8.9761E-06    1.145E-06    
 0.00616    106.99E-06    9.0182E-06    1.1542E-06   
 0.00617    107.09E-06    9.0603E-06    1.1635E-06   
 0.00618    107.19E-06    9.1024E-06    1.1728E-06   
 0.00619    107.29E-06    9.1446E-06    1.1822E-06   
 0.0062     107.39E-06    9.1869E-06    1.1917E-06   
 0.00621    107.49E-06    9.2293E-06    1.2012E-06   
 0.00622    107.59E-06    9.2717E-06    1.2108E-06   
 0.00623    107.69E-06    9.3142E-06    1.2204E-06   
 0.00624    107.78E-06    9.3567E-06    1.2301E-06   
 0.00625    107.88E-06    9.3993E-06    1.2399E-06   
 0.00626    107.97E-06    9.4419E-06    1.2497E-06   
 0.00627    108.07E-06    9.4846E-06    1.2596E-06   
 0.00628    108.16E-06    9.5274E-06    1.2695E-06   
 0.00629    108.25E-06    9.5702E-06    1.2795E-06   
 0.0063     108.34E-06    9.6131E-06    1.2896E-06   
 0.00631    108.43E-06    9.6561E-06    1.2997E-06   
 0.00632    108.51E-06    9.6991E-06    1.3099E-06   
 0.00633    108.6E-06     9.7421E-06    1.3201E-06   
 0.00634    108.69E-06    9.7852E-06    1.3304E-06   
 0.00635    108.77E-06    9.8284E-06    1.3408E-06   
 0.00636    108.86E-06    9.8716E-06    1.3513E-06   
 0.00637    108.94E-06    9.9148E-06    1.3618E-06   
 0.00638    109.02E-06    9.9581E-06    1.3723E-06   
 0.00639    109.1E-06     10.002E-06    1.383E-06    
 0.0064     109.18E-06    10.045E-06    1.3937E-06   
 0.00641    109.26E-06    10.088E-06    1.4044E-06   
 0.00642    109.34E-06    10.132E-06    1.4152E-06   
 0.00643    109.41E-06    10.175E-06    1.4261E-06   
 0.00644    109.49E-06    10.219E-06    1.4371E-06   
 0.00645    109.56E-06    10.263E-06    1.4481E-06   
 0.00646    109.63E-06    10.306E-06    1.4592E-06   
 0.00647    109.71E-06    10.35E-06     1.4703E-06   
 0.00648    109.78E-06    10.394E-06    1.4815E-06   
 0.00649    109.85E-06    10.438E-06    1.4928E-06   
 0.0065     109.92E-06    10.482E-06    1.5042E-06   
 0.00651    109.98E-06    10.526E-06    1.5156E-06   
 0.00652    110.05E-06    10.57E-06     1.527E-06    
 0.00653    110.12E-06    10.614E-06    1.5386E-06   
 0.00654    110.18E-06    10.658E-06    1.5502E-06   
 0.00655    110.25E-06    10.702E-06    1.5619E-06   
 0.00656    110.31E-06    10.746E-06    1.5736E-06   
 0.00657    110.37E-06    10.79E-06     1.5855E-06   
 0.00658    110.43E-06    10.834E-06    1.5973E-06   
 0.00659    110.49E-06    10.878E-06    1.6093E-06   
 0.0066     110.55E-06    10.923E-06    1.6213E-06   
 0.00661    110.61E-06    10.967E-06    1.6334E-06   
 0.00662    110.66E-06    11.011E-06    1.6456E-06   
 0.00663    110.72E-06    11.056E-06    1.6578E-06   
 0.00664    110.77E-06    11.1E-06      1.6701E-06   
 0.00665    110.82E-06    11.145E-06    1.6825E-06   
 0.00666    110.88E-06    11.189E-06    1.6949E-06   
 0.00667    110.93E-06    11.233E-06    1.7074E-06   
 0.00668    110.98E-06    11.278E-06    1.72E-06     
 0.00669    111.03E-06    11.323E-06    1.7327E-06   
 0.0067     111.07E-06    11.367E-06    1.7454E-06   
 0.00671    111.12E-06    11.412E-06    1.7582E-06   
 0.00672    111.17E-06    11.456E-06    1.7711E-06   
 0.00673    111.21E-06    11.501E-06    1.784E-06    
 0.00674    111.25E-06    11.546E-06    1.797E-06    
 0.00675    111.3E-06     11.591E-06    1.8101E-06   
 0.00676    111.34E-06    11.635E-06    1.8233E-06   
 0.00677    111.38E-06    11.68E-06     1.8365E-06   
 0.00678    111.42E-06    11.725E-06    1.8498E-06   
 0.00679    111.45E-06    11.77E-06     1.8632E-06   
 0.0068     111.49E-06    11.814E-06    1.8766E-06   
 0.00681    111.53E-06    11.859E-06    1.8902E-06   
 0.00682    111.56E-06    11.904E-06    1.9038E-06   
 0.00683    111.59E-06    11.949E-06    1.9174E-06   
 0.00684    111.63E-06    11.994E-06    1.9312E-06   
 0.00685    111.66E-06    12.039E-06    1.945E-06    
 0.00686    111.69E-06    12.084E-06    1.9589E-06   
 0.00687    111.72E-06    12.129E-06    1.9729E-06   
 0.00688    111.75E-06    12.174E-06    1.9869E-06   
 0.00689    111.77E-06    12.219E-06    2.0011E-06   
 0.0069     111.8E-06     12.264E-06    2.0153E-06   
 0.00691    111.82E-06    12.309E-06    2.0295E-06   
 0.00692    111.85E-06    12.354E-06    2.0439E-06   
 0.00693    111.87E-06    12.399E-06    2.0583E-06   
 0.00694    111.89E-06    12.444E-06    2.0728E-06   
 0.00695    111.91E-06    12.489E-06    2.0874E-06   
 0.00696    111.93E-06    12.534E-06    2.1021E-06   
 0.00697    111.95E-06    12.579E-06    2.1168E-06   
 0.00698    111.97E-06    12.624E-06    2.1316E-06   
 0.00699    111.98E-06    12.669E-06    2.1465E-06   
 0.007      112.E-06      12.714E-06    2.1615E-06   
 0.00701    112.01E-06    12.759E-06    2.1765E-06   
 0.00702    112.02E-06    12.805E-06    2.1917E-06   
 0.00703    112.04E-06    12.85E-06     2.2069E-06   
 0.00704    112.05E-06    12.895E-06    2.2222E-06   
 0.00705    112.06E-06    12.94E-06     2.2375E-06   
 0.00706    112.06E-06    12.985E-06    2.253E-06    
 0.00707    112.07E-06    13.03E-06     2.2685E-06   
 0.00708    112.08E-06    13.075E-06    2.2841E-06   
 0.00709    112.08E-06    13.12E-06     2.2998E-06   
 0.0071     112.09E-06    13.165E-06    2.3156E-06   
 0.00711    112.09E-06    13.21E-06     2.3314E-06   
 0.00712    112.09E-06    13.256E-06    2.3474E-06   
 0.00713    112.09E-06    13.301E-06    2.3634E-06   
 0.00714    112.09E-06    13.346E-06    2.3795E-06   
 0.00715    112.09E-06    13.391E-06    2.3957E-06   
 0.00716    112.09E-06    13.436E-06    2.4119E-06   
 0.00717    112.08E-06    13.481E-06    2.4283E-06   
 0.00718    112.08E-06    13.526E-06    2.4447E-06   
 0.00719    112.07E-06    13.571E-06    2.4612E-06   
 0.0072     112.07E-06    13.616E-06    2.4778E-06   
 0.00721    112.06E-06    13.661E-06    2.4944E-06   
 0.00722    112.05E-06    13.706E-06    2.5112E-06   
 0.00723    112.04E-06    13.751E-06    2.528E-06    
 0.00724    112.03E-06    13.796E-06    2.545E-06    
 0.00725    112.01E-06    13.841E-06    2.562E-06    
 0.00726    112.E-06      13.886E-06    2.579E-06    
 0.00727    111.99E-06    13.931E-06    2.5962E-06   
 0.00728    111.97E-06    13.976E-06    2.6135E-06   
 0.00729    111.95E-06    14.02E-06     2.6308E-06   
 0.0073     111.93E-06    14.065E-06    2.6483E-06   
 0.00731    111.92E-06    14.11E-06     2.6658E-06   
 0.00732    111.89E-06    14.155E-06    2.6834E-06   
 0.00733    111.87E-06    14.2E-06      2.7011E-06   
 0.00734    111.85E-06    14.244E-06    2.7188E-06   
 0.00735    111.83E-06    14.289E-06    2.7367E-06   
 0.00736    111.8E-06     14.334E-06    2.7546E-06   
 0.00737    111.78E-06    14.379E-06    2.7727E-06   
 0.00738    111.75E-06    14.423E-06    2.7908E-06   
 0.00739    111.72E-06    14.468E-06    2.809E-06    
 0.0074     111.69E-06    14.513E-06    2.8273E-06   
 0.00741    111.66E-06    14.557E-06    2.8456E-06   
 0.00742    111.63E-06    14.602E-06    2.8641E-06   
 0.00743    111.6E-06     14.646E-06    2.8827E-06   
 0.00744    111.57E-06    14.691E-06    2.9013E-06   
 0.00745    111.53E-06    14.735E-06    2.92E-06     
 0.00746    111.5E-06     14.779E-06    2.9389E-06   
 0.00747    111.46E-06    14.824E-06    2.9578E-06   
 0.00748    111.42E-06    14.868E-06    2.9768E-06   
 0.00749    111.38E-06    14.912E-06    2.9958E-06   
 0.0075     111.34E-06    14.957E-06    3.015E-06    
 0.00751    111.3E-06     15.001E-06    3.0343E-06   
 0.00752    111.26E-06    15.045E-06    3.0536E-06   
 0.00753    111.22E-06    15.089E-06    3.0731E-06   
 0.00754    111.17E-06    15.133E-06    3.0926E-06   
 0.00755    111.13E-06    15.177E-06    3.1122E-06   
 0.00756    111.08E-06    15.221E-06    3.132E-06    
 0.00757    111.03E-06    15.265E-06    3.1518E-06   
 0.00758    110.98E-06    15.309E-06    3.1717E-06   
 0.00759    110.93E-06    15.353E-06    3.1916E-06   
 0.0076     110.88E-06    15.397E-06    3.2117E-06   
 0.00761    110.83E-06    15.441E-06    3.2319E-06   
 0.00762    110.78E-06    15.485E-06    3.2522E-06   
 0.00763    110.72E-06    15.528E-06    3.2725E-06   
 0.00764    110.67E-06    15.572E-06    3.293E-06    
 0.00765    110.61E-06    15.616E-06    3.3135E-06   
 0.00766    110.56E-06    15.659E-06    3.3341E-06   
 0.00767    110.5E-06     15.703E-06    3.3548E-06   
 0.00768    110.44E-06    15.746E-06    3.3757E-06   
 0.00769    110.38E-06    15.789E-06    3.3966E-06   
 0.0077     110.32E-06    15.833E-06    3.4176E-06   
 0.00771    110.25E-06    15.876E-06    3.4387E-06   
 0.00772    110.19E-06    15.919E-06    3.4599E-06   
 0.00773    110.12E-06    15.962E-06    3.4811E-06   
 0.00774    110.06E-06    16.005E-06    3.5025E-06   
 0.00775    109.99E-06    16.048E-06    3.524E-06    
 0.00776    109.92E-06    16.091E-06    3.5456E-06   
 0.00777    109.85E-06    16.134E-06    3.5672E-06   
 0.00778    109.78E-06    16.177E-06    3.589E-06    
 0.00779    109.71E-06    16.22E-06     3.6108E-06   
 0.0078     109.64E-06    16.263E-06    3.6328E-06   
 0.00781    109.57E-06    16.305E-06    3.6548E-06   
 0.00782    109.49E-06    16.348E-06    3.6769E-06   
 0.00783    109.42E-06    16.39E-06     3.6992E-06   
 0.00784    109.34E-06    16.433E-06    3.7215E-06   
 0.00785    109.26E-06    16.475E-06    3.7439E-06   
 0.00786    109.19E-06    16.517E-06    3.7664E-06   
 0.00787    109.11E-06    16.56E-06     3.789E-06    
 0.00788    109.02E-06    16.602E-06    3.8118E-06   
 0.00789    108.94E-06    16.644E-06    3.8346E-06   
 0.0079     108.86E-06    16.686E-06    3.8575E-06   
 0.00791    108.78E-06    16.728E-06    3.8805E-06   
 0.00792    108.69E-06    16.77E-06     3.9036E-06   
 0.00793    108.61E-06    16.811E-06    3.9268E-06   
 0.00794    108.52E-06    16.853E-06    3.9501E-06   
 0.00795    108.43E-06    16.895E-06    3.9734E-06   
 0.00796    108.34E-06    16.936E-06    3.9969E-06   
 0.00797    108.25E-06    16.978E-06    4.0205E-06   
 0.00798    108.16E-06    17.019E-06    4.0442E-06   
 0.00799    108.07E-06    17.06E-06     4.068E-06    
 0.008      107.98E-06    17.102E-06    4.0919E-06   
 0.00801    107.88E-06    17.143E-06    4.1159E-06   
 0.00802    107.79E-06    17.184E-06    4.1399E-06   
 0.00803    107.69E-06    17.225E-06    4.1641E-06   
 0.00804    107.59E-06    17.266E-06    4.1884E-06   
 0.00805    107.49E-06    17.306E-06    4.2128E-06   
 0.00806    107.4E-06     17.347E-06    4.2372E-06   
 0.00807    107.29E-06    17.388E-06    4.2618E-06   
 0.00808    107.19E-06    17.428E-06    4.2865E-06   
 0.00809    107.09E-06    17.469E-06    4.3113E-06   
 0.0081     106.99E-06    17.509E-06    4.3361E-06   
 0.00811    106.88E-06    17.549E-06    4.3611E-06   
 0.00812    106.78E-06    17.589E-06    4.3862E-06   
 0.00813    106.67E-06    17.63E-06     4.4114E-06   
 0.00814    106.56E-06    17.669E-06    4.4366E-06   
 0.00815    106.46E-06    17.709E-06    4.462E-06    
 0.00816    106.35E-06    17.749E-06    4.4875E-06   
 0.00817    106.24E-06    17.789E-06    4.5131E-06   
